ID,age,work_type,final_weight,education,total_education_yrs,marital_state,job,status,ethnicity,sex,capital_gain,capital_loss,hrs_per_week,nationality,target_income
11715,43,Private,170525,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,F,14344,0,40,US,1
11716,22,Private,166371,HS-grad,9,Never-married,Other-service,Other-relative,White,M,0,0,40,?,0
11717,27,Private,204648,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,Black,F,0,0,40,US,0
11718,47,Federal-gov,282830,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,M,0,0,40,US,1
11719,65,Private,93318,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,45,US,0
11720,65,Self-emp-not-inc,225473,Some-college,10,Widowed,Craft-repair,Not-in-family,White,F,0,0,35,US,0
11721,70,Private,642830,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,F,0,0,32,US,0
11722,41,Private,197093,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,M,0,0,40,US,0
11723,36,Private,218542,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,F,0,0,40,US,0
11724,51,Private,289572,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,7688,0,50,US,1
11725,22,Private,190968,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,2407,0,40,US,0
11726,25,Federal-gov,406955,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,F,0,0,40,US,0
11727,21,Private,27049,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,F,0,0,25,US,0
11728,33,Self-emp-not-inc,103860,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
11729,25,Private,75759,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,44,US,1
11730,36,Private,138441,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,M,0,0,40,US,0
11731,40,Private,195488,HS-grad,9,Never-married,Adm-clerical,Own-child,White,F,0,0,45,US,0
11732,50,Self-emp-inc,123429,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,45,Italy,1
11733,42,Private,279914,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
11734,48,Private,149210,HS-grad,9,Separated,Craft-repair,Unmarried,Black,M,0,0,45,US,0
11735,51,Self-emp-not-inc,25932,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,60,US,0
11736,34,Private,324254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
11737,51,Federal-gov,140035,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,1
11738,59,Private,174864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,1485,45,US,1
11739,26,Private,256000,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,99999,0,60,US,1
11740,43,Self-emp-not-inc,163108,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,99,US,0
11741,27,Federal-gov,47907,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
11742,28,Private,315287,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,M,0,0,40,US,0
11743,34,Private,64830,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,F,0,0,45,US,0
11744,48,Private,116641,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,F,0,0,45,US,0
11745,47,Private,334679,Masters,14,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,F,0,0,42,India,0
11746,47,Private,98012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,F,7688,0,40,US,1
11747,34,State-gov,189843,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
11748,62,?,113234,Masters,14,Married-civ-spouse,?,Wife,White,F,0,0,40,US,0
11749,40,Federal-gov,178866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,F,0,0,20,US,1
11750,33,Private,254221,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
11751,24,Private,230229,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,M,0,0,40,Mexico,0
11752,41,Local-gov,52037,Some-college,10,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
11753,44,Self-emp-inc,49249,Some-college,10,Divorced,Other-service,Unmarried,White,M,0,0,80,US,0
11754,37,Federal-gov,419053,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,M,0,0,40,US,0
11755,36,Private,153078,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,M,0,0,60,?,1
11756,24,Private,291979,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,M,0,0,40,US,0
11757,30,Private,61272,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,F,0,0,40,Portugal,0
11758,19,Private,192453,Some-college,10,Never-married,Other-service,Other-relative,White,F,0,0,25,US,0
11759,27,Private,113635,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,0,35,Ireland,0
11760,57,Private,300104,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,84,US,1
11761,34,Private,69251,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,M,0,0,40,US,1
11762,46,Private,241935,11th,7,Married-civ-spouse,Other-service,Husband,Black,M,7688,0,40,US,1
11763,50,Private,34067,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,US,1
11764,33,Private,121904,Some-college,10,Never-married,Other-service,Not-in-family,White,F,0,0,28,US,0
11765,44,Self-emp-not-inc,103111,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,60,US,1
11766,45,Private,182655,Bachelors,13,Divorced,Other-service,Not-in-family,White,M,0,0,45,?,1
11767,48,Private,125892,Bachelors,13,Divorced,Exec-managerial,Other-relative,White,M,0,0,40,US,0
11768,44,Private,181762,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,M,15024,0,55,US,1
11769,33,Private,389932,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,M,0,0,55,US,0
11770,25,Private,144483,HS-grad,9,Separated,Exec-managerial,Unmarried,White,F,0,0,40,US,0
11771,59,Self-emp-inc,52822,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,60,US,0
11772,28,Private,196690,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,F,0,0,40,US,0
11773,27,Local-gov,229223,Some-college,10,Never-married,Protective-serv,Own-child,White,F,0,0,40,US,1
11774,73,?,191394,Prof-school,15,Married-civ-spouse,?,Husband,White,M,0,0,40,US,0
11775,23,Private,368739,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
11776,34,Self-emp-not-inc,190290,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
11777,42,Private,179524,Bachelors,13,Separated,Other-service,Not-in-family,White,F,0,0,50,US,0
11778,66,Private,151227,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,1
11779,52,Self-emp-not-inc,183146,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,US,1
11780,57,Private,73411,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
11781,26,Private,179010,Some-college,10,Never-married,Craft-repair,Not-in-family,White,M,0,0,65,US,0
11782,47,Self-emp-not-inc,131826,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,0
11783,25,Private,157900,Some-college,10,Separated,Adm-clerical,Unmarried,White,F,0,0,40,US,0
11784,39,Local-gov,423605,12th,8,Married-civ-spouse,Transport-moving,Husband,White,M,0,1848,40,Nicaragua,1
11785,46,Private,117849,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,15024,0,40,US,1
11786,20,Local-gov,194630,Some-college,10,Never-married,Other-service,Not-in-family,White,M,0,0,40,US,0
11787,23,Private,277328,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,M,0,0,32,Cuba,0
11788,29,Private,46442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,F,0,1902,50,US,1
11789,25,Private,171236,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,F,0,0,40,US,0
11790,36,Federal-gov,359249,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,M,0,0,40,US,0
11791,44,Private,336906,Some-college,10,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
11792,58,Private,196643,HS-grad,9,Divorced,Sales,Not-in-family,White,F,0,0,15,US,0
11793,18,State-gov,342852,HS-grad,9,Never-married,Adm-clerical,Own-child,White,M,0,0,40,US,0
11794,38,Private,140854,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
11795,34,Private,684015,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,El-Salvador,0
11796,57,Private,170411,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,1
11797,37,Private,260093,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,F,0,0,40,US,0
11798,45,Local-gov,162187,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,1
11799,46,Self-emp-inc,278322,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,45,US,0
11800,45,Self-emp-not-inc,275445,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,M,0,0,50,US,0
11801,37,Private,373895,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,M,0,0,35,US,0
11802,47,Private,105273,Bachelors,13,Widowed,Craft-repair,Unmarried,Black,F,6497,0,40,US,0
11803,19,Private,410543,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
11804,25,Private,130513,Assoc-acdm,12,Never-married,Sales,Own-child,White,F,0,0,40,Peru,0
11805,46,Private,364548,Bachelors,13,Divorced,Sales,Not-in-family,White,M,8614,0,40,US,1
11806,23,Private,145651,Some-college,10,Never-married,Sales,Own-child,Black,F,0,0,20,US,0
11807,27,Local-gov,204098,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,M,0,0,50,US,0
11808,42,Private,332401,Bachelors,13,Never-married,Sales,Not-in-family,White,M,0,0,40,US,0
11809,30,State-gov,180283,HS-grad,9,Never-married,Other-service,Not-in-family,Black,F,0,0,40,US,0
11810,35,Self-emp-not-inc,207568,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,75,US,0
11811,43,Private,102025,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,M,0,0,50,US,0
11812,43,State-gov,308498,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,F,0,0,40,US,0
11813,32,Self-emp-inc,124919,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,M,0,0,50,Iran,1
11814,21,Private,225541,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
11815,40,Self-emp-not-inc,49156,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,20,US,0
11816,46,Private,116635,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,F,0,0,36,US,0
11817,22,Private,201268,Bachelors,13,Never-married,Sales,Own-child,White,F,0,0,15,US,0
11818,45,Private,129387,Assoc-acdm,12,Divorced,Tech-support,Unmarried,White,F,0,0,40,?,0
11819,33,Private,170651,HS-grad,9,Never-married,Other-service,Own-child,White,F,1055,0,40,US,0
11820,47,Private,217750,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,F,0,0,35,US,0
11821,47,Private,191957,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,M,0,0,40,US,1
11822,46,Local-gov,109089,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,1
11823,53,Private,295520,9th,5,Widowed,Sales,Unmarried,Black,F,0,0,25,US,0
11824,50,Self-emp-not-inc,348099,10th,6,Divorced,Sales,Not-in-family,White,F,0,0,50,US,0
11825,32,Private,32406,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,F,0,0,50,US,0
11826,39,Private,305597,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
11827,55,Private,255364,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,0
11828,48,Private,248164,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,4386,0,50,US,1
11829,35,Private,403037,HS-grad,9,Separated,Adm-clerical,Unmarried,White,F,0,0,40,US,0
11830,32,Private,70985,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
11831,44,Self-emp-not-inc,197558,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,70,US,1
11832,17,Private,100828,Some-college,10,Never-married,Adm-clerical,Own-child,White,M,0,0,20,US,0
11833,48,Private,140782,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,F,0,1902,38,US,1
11834,36,Private,250238,1st-4th,2,Never-married,Other-service,Other-relative,Other,F,0,0,40,El-Salvador,0
11835,58,Self-emp-not-inc,87510,10th,6,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
11836,38,Private,32897,11th,7,Divorced,Sales,Unmarried,White,F,0,0,40,US,0
11837,51,Private,186338,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
11838,33,Private,181091,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,60,Iran,1
11839,38,Private,150057,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,M,0,0,45,US,0
11840,19,Private,459248,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,30,US,0
11841,37,Private,389725,12th,8,Divorced,Craft-repair,Own-child,White,M,0,0,35,US,0
11842,19,Private,217039,Some-college,10,Never-married,Adm-clerical,Own-child,White,M,0,0,28,US,0
11843,30,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,M,0,0,45,US,0
11844,43,Local-gov,114859,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,17,US,0
11845,34,Private,228406,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,F,0,0,40,US,0
11846,24,Private,77665,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,0,42,US,0
11847,40,?,65545,Masters,14,Divorced,?,Own-child,White,F,0,0,55,US,0
11848,36,Private,214378,HS-grad,9,Divorced,Prof-specialty,Own-child,White,F,0,0,40,US,1
11849,55,Private,208019,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,Mexico,0
11850,32,Private,121634,10th,6,Never-married,Machine-op-inspct,Own-child,White,M,0,0,40,Mexico,0
11851,34,?,133278,12th,8,Separated,?,Unmarried,Black,F,0,0,53,US,0
11852,19,?,39460,HS-grad,9,Never-married,?,Own-child,White,M,0,0,60,US,0
11853,54,Local-gov,152540,Some-college,10,Divorced,Craft-repair,Unmarried,White,M,0,0,42,US,0
11854,38,Private,234962,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,2829,0,30,Mexico,0
11855,53,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,F,4386,0,40,US,1
11856,29,Federal-gov,31161,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Other,F,0,0,40,US,0
11857,56,Local-gov,242670,Some-college,10,Widowed,Adm-clerical,Unmarried,White,F,0,0,40,US,0
11858,24,Private,159567,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
11859,67,State-gov,132819,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,41,US,1
11860,44,Private,172475,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,F,0,0,40,Vietnam,0
11861,60,Private,188236,10th,6,Widowed,Tech-support,Unmarried,White,F,0,0,40,US,0
11862,31,Private,202729,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,50,US,0
11863,34,Private,137900,HS-grad,9,Never-married,Sales,Not-in-family,White,F,0,0,35,US,0
11864,32,Self-emp-not-inc,37232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,7688,0,45,US,1
11865,54,Private,57758,Masters,14,Married-civ-spouse,Sales,Husband,White,M,0,0,68,US,1
11866,32,Private,29312,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
11867,24,Private,148709,HS-grad,9,Never-married,Other-service,Not-in-family,White,F,0,0,40,US,0
11868,47,Private,236805,Some-college,10,Divorced,Sales,Unmarried,White,F,0,0,60,US,0
11869,22,Private,175431,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,M,0,0,20,US,0
11870,19,Private,69182,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,27,US,0
11871,46,Private,190487,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,F,0,0,28,Ecuador,0
11872,51,Private,106151,11th,7,Divorced,Transport-moving,Own-child,White,M,0,0,40,US,0
11873,37,Private,177895,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,F,5013,0,40,US,0
11874,49,Private,76482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
11875,49,Self-emp-not-inc,249585,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,65,US,0
11876,55,Self-emp-not-inc,184425,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,99,US,1
11877,39,Private,188069,9th,5,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,25,US,0
11878,46,Private,170850,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,M,0,1590,40,?,0
11879,58,Private,216851,9th,5,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,El-Salvador,0
11880,24,Private,329852,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,40,US,0
11881,20,Private,277700,Preschool,1,Never-married,Other-service,Own-child,White,M,0,0,32,US,0
11882,35,Self-emp-inc,202027,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,M,0,0,60,US,0
11883,26,Private,238367,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
11884,40,Private,247245,9th,5,Divorced,Other-service,Not-in-family,White,F,0,0,40,US,0
11885,34,Local-gov,166545,HS-grad,9,Never-married,Adm-clerical,Own-child,White,F,0,0,40,US,0
11886,32,Private,164190,Some-college,10,Never-married,Exec-managerial,Own-child,White,M,0,0,40,US,0
11887,30,Private,287908,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,M,0,0,40,US,0
11888,23,Private,72887,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,M,0,0,1,Vietnam,0
11889,17,Private,25690,10th,6,Never-married,Other-service,Own-child,White,F,0,0,10,US,0
11890,56,Private,182062,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,M,0,0,48,US,1
11891,52,Private,145333,Bachelors,13,Divorced,Sales,Not-in-family,White,M,0,0,60,US,0
11892,65,Local-gov,103153,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1411,40,US,0
11893,22,Private,287988,Some-college,10,Never-married,Sales,Not-in-family,White,M,0,0,20,US,0
11894,40,Local-gov,141649,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,1
11895,43,Private,193882,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,7688,0,40,US,1
11896,42,Self-emp-not-inc,185129,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1887,40,US,1
11897,48,Private,174829,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
11898,31,Private,50178,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
11899,82,Private,132870,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,F,0,4356,18,US,0
11900,17,Private,57324,10th,6,Never-married,Other-service,Own-child,White,M,0,0,30,US,0
11901,46,Federal-gov,44706,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,F,0,0,50,US,1
11902,59,Local-gov,238431,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,F,0,0,38,US,0
11903,40,Private,283174,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,60,US,0
11904,57,Private,71367,HS-grad,9,Divorced,Other-service,Unmarried,White,F,0,0,40,US,0
11905,21,Private,57711,HS-grad,9,Never-married,Other-service,Not-in-family,White,F,0,0,30,US,0
11906,40,Self-emp-not-inc,29762,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,60,US,0
11907,46,Private,459189,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,1902,50,US,1
11908,31,Private,133861,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,M,0,0,40,US,0
11909,33,Private,80058,HS-grad,9,Never-married,Other-service,Own-child,White,M,0,0,48,US,0
11910,34,Private,381153,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
11911,35,Private,143152,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,F,3908,0,27,US,0
11912,17,Private,57723,11th,7,Never-married,Sales,Own-child,White,M,0,0,30,US,0
11913,46,Private,57914,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,0
11914,57,Private,134195,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,0
11915,31,Private,175548,HS-grad,9,Never-married,Other-service,Not-in-family,Other,F,0,0,35,US,0
11916,77,Private,154205,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,F,0,0,10,US,0
11917,47,Private,207140,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,38,US,0
11918,36,Private,177616,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,F,0,0,40,US,0
11919,45,Private,153141,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,?,0
11920,36,Private,51100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
11921,44,Private,355728,Some-college,10,Separated,Exec-managerial,Not-in-family,White,M,0,1980,45,England,0
11922,58,Self-emp-not-inc,261230,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,F,0,0,40,US,0
11923,22,Private,184779,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,F,0,0,40,US,0
11924,25,Self-emp-inc,161007,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,0
11925,21,Private,89154,11th,7,Never-married,Other-service,Own-child,White,M,0,0,42,El-Salvador,0
11926,40,Private,51151,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
11927,46,Private,141483,HS-grad,9,Married-civ-spouse,Sales,Wife,White,F,0,0,40,US,0
11928,42,Private,402367,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,M,7688,0,45,US,1
11929,20,Private,244406,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,F,0,0,40,US,0
11930,61,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,15024,0,50,US,1
11931,23,Private,359759,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,M,0,0,40,Philippines,0
11932,36,Private,186212,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
11933,73,Private,29778,HS-grad,9,Widowed,Other-service,Not-in-family,White,F,0,0,37,US,0
11934,27,Private,113501,Masters,14,Never-married,Adm-clerical,Own-child,White,M,0,0,45,US,0
11935,24,Local-gov,212210,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,F,0,0,20,?,0
11936,18,Private,39222,11th,7,Never-married,Other-service,Own-child,White,M,0,0,40,US,0
11937,18,Private,206008,Some-college,10,Never-married,Sales,Unmarried,White,M,2176,0,40,US,0
11938,18,Private,414721,11th,7,Never-married,Other-service,Own-child,Black,M,0,1602,23,US,0
11939,46,Private,173243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
11940,46,Private,52291,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,7688,0,45,US,1
11941,79,Private,172220,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,F,2964,0,30,US,0
11942,25,Private,181528,Masters,14,Never-married,Exec-managerial,Not-in-family,White,F,0,0,43,US,0
11943,22,Federal-gov,32950,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,1902,37,US,0
11944,64,Private,143110,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,F,0,0,30,US,0
11945,19,Private,301606,Some-college,10,Never-married,Other-service,Own-child,Black,M,0,0,35,US,0
11946,24,Private,54560,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,45,US,0
11947,20,?,71788,Some-college,10,Never-married,?,Own-child,White,F,0,0,18,US,0
11948,52,Private,138944,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
11949,33,Private,129707,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,M,0,0,60,US,1
11950,33,Private,155475,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,0
11951,39,Private,48093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,40,US,0
11952,17,Private,138293,11th,7,Never-married,Handlers-cleaners,Own-child,White,M,0,0,15,US,0
11953,33,Private,152933,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,M,0,0,45,US,0
11954,34,Private,48014,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,F,0,0,35,US,0
11955,36,Private,184456,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,M,27828,0,50,US,1
11956,33,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,F,0,0,40,Philippines,0
11957,27,Private,119793,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,55,?,0
11958,33,Federal-gov,293550,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,F,4064,0,40,US,0
11959,42,Self-emp-inc,1097453,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,60,US,1
11960,43,Self-emp-not-inc,180599,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,0,35,US,0
11961,29,Self-emp-not-inc,179008,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,0
11962,24,Self-emp-not-inc,34918,Assoc-voc,11,Never-married,Other-service,Unmarried,White,F,0,0,38,US,0
11963,38,Federal-gov,47707,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,F,0,0,40,US,0
11964,27,Private,160786,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,1902,40,US,1
11965,24,Private,220993,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,0,50,US,0
11966,34,Private,228873,Bachelors,13,Never-married,Exec-managerial,Own-child,White,M,0,0,40,US,0
11967,37,Private,203070,Some-college,10,Separated,Adm-clerical,Own-child,White,M,0,0,62,US,0
11968,57,Private,342906,9th,5,Married-civ-spouse,Sales,Husband,Black,M,0,0,55,US,1
11969,19,Private,162621,Some-college,10,Never-married,Tech-support,Own-child,White,M,0,0,14,US,0
11970,36,Private,70282,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,F,0,0,40,US,0
11971,42,Private,26672,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,F,0,0,60,US,0
11972,53,Private,152657,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,M,0,0,40,US,0
